lang,cluster1,cluster2,cos_dist,quartile,decile
ar,9,2,0.3447087819433701,1,2
ar,10,2,0.29014473880326036,1,1
ar,11,2,0.3032317346569448,1,2
ar,12,2,0.3027605584877256,1,2
ar,13,2,0.28697749919208626,1,1
ar,14,2,0.2715104123110893,1,1
ar,15,2,0.3300747730489044,1,1
ar,16,2,0.20050649661282596,1,1
ar,17,2,0.23966629875469497,1,1
ar,18,2,0.24473083998058645,1,3
ar,19,2,0.18529793042257672,1,1
ar,20,2,0.4461753040846534,2,5
ar,21,2,0.17161331470980276,1,1
ar,22,2,0.37872483535157664,2,4
ar,23,2,0.166658294696822,1,1
ar,24,2,0.2864637703477021,1,2
ar,25,2,0.2183750636586072,1,2
ar,26,2,0.2546827647880306,1,1
ar,27,2,0.23243770168887265,1,1
ar,28,2,0.271492188164981,1,2
ar,29,2,0.23602339776662207,1,1
ar,30,2,0.32249495011950147,1,1
ar,31,2,0.2591656540563512,1,1
ar,32,2,0.26956656836709275,1,3
ar,33,2,0.4026689356241525,1,1
ar,34,2,0.29140211121559095,1,1
ar,35,2,0.19853481089036304,1,1
ar,36,2,0.33630093324515836,2,4
ar,37,2,0.5036657323794499,3,7
ar,38,2,0.3705622849036628,3,6
ar,39,2,0.21630673407696405,1,1
ar,40,2,0.2805583952377482,1,2
ar,41,2,0.28116648178679315,2,4
ar,42,2,0.388700678241689,2,5
ar,43,2,0.2761721986991667,1,1
ar,44,2,0.31625691782723553,1,2
ar,45,2,0.3113102102250294,1,1
ar,46,2,0.26437771241577096,1,2
ar,47,2,0.29514010248406847,1,2
ar,48,2,0.22819462306676525,1,1
ar,49,2,0.280767603939611,1,1
ar,50,2,0.34794149659062024,1,2
ar,1,3,0.5209913262989447,3,7
ar,2,3,0.22413623528851317,1,2
ar,3,3,1,4,10
ar,4,3,0.31241534129940884,2,3
ar,5,3,0.325251540553546,1,2
ar,6,3,0.14999816849810327,1,1
ar,7,3,0.17177312321473467,1,1
ar,8,3,0.1994584153310847,2,4
ar,9,3,0.4202795641347154,3,6
ar,10,3,0.4018203136800646,2,5
ar,11,3,0.28680366151459225,1,2
ar,12,3,0.4608434459311757,2,5
ar,13,3,0.3026269576744551,1,2
ar,14,3,0.3855962319040382,2,5
ar,15,3,0.48793974915268984,3,7
ar,16,3,0.2963649467718558,1,2
ar,17,3,0.4201018553175535,3,6
ar,18,3,0.17854999079136671,1,1
ar,19,3,0.4261802809185207,3,7
ar,20,3,0.3583861995686741,1,2
ar,21,3,0.2574664022893533,3,7
ar,22,3,0.411935816266001,2,5
ar,23,3,0.40169321887881226,4,10
ar,24,3,0.5291505047223268,4,10
ar,25,3,0.240955273943818,1,2
ar,26,3,0.461798180226717,3,8
ar,27,3,0.3496441368234227,2,4
ar,28,3,0.3572686940585438,2,5
ar,29,3,0.3631854338610254,2,4
ar,30,3,0.5134395772913305,3,8
ar,31,3,0.5137268332260123,3,8
ar,32,3,0.4698391160250487,4,10
ar,33,3,0.47471756646794955,1,3
ar,34,3,0.36230110413136646,1,3
ar,35,3,0.607696140779162,4,10
ar,36,3,0.26361069274386456,1,2
ar,37,3,0.3324837801163311,1,2
ar,38,3,0.29227670473059586,2,4
ar,39,3,0.36006136242108844,3,6
ar,40,3,0.3286100637000287,1,2
ar,41,3,0.25567423733867345,1,2
ar,42,3,0.45427265994992055,3,6
ar,43,3,0.2951993860616744,1,2
ar,44,3,0.3364592251146238,1,3
ar,45,3,0.46687114805689084,3,8
ar,46,3,0.502912167783241,4,9
ar,47,3,0.35254339539008933,2,4
ar,48,3,0.3093270253009788,1,2
ar,49,3,0.38292669163134435,2,5
ar,50,3,0.4101401695812073,2,3
ar,1,4,0.3605467907078822,1,3
ar,2,4,0.2599692414597077,2,4
ar,3,4,0.31241534129940884,2,4
ar,4,4,1,4,10
ar,5,4,0.33298969775194287,1,3
ar,6,4,0.33960207555082167,4,10
ar,7,4,0.31034434582071174,3,6
ar,8,4,0.1852331824829595,1,3
ar,9,4,0.3125829230675284,1,2
ar,10,4,0.34425506044517595,1,3
ar,11,4,0.3678351570580469,2,4
ar,12,4,0.3882561271431297,1,3
ar,13,4,0.5117245869014555,4,10
ar,14,4,0.41127637613160395,3,7
ar,15,4,0.3543480878670033,1,2
ar,16,4,0.376716408229844,2,4
ar,17,4,0.5999815496626142,4,10
ar,18,4,0.21191685003990465,1,2
ar,19,4,0.4030250454590218,3,6
ar,20,4,0.3295117829168161,1,1
ar,21,4,0.22820373018834408,2,5
ar,22,4,0.33065265652585385,1,2
ar,23,4,0.29143418622552153,2,5
ar,24,4,0.3226509428175282,2,3
ar,25,4,0.28354855181950195,2,5
ar,26,4,0.3631743628102541,2,4
ar,27,4,0.33977317448135225,2,4
ar,28,4,0.2912197358799998,1,2
ar,29,4,0.4886095344853014,3,8
ar,30,4,0.37152078258762516,1,2
ar,31,4,0.43525879246709553,2,4
ar,32,4,0.29033334240123954,2,5
ar,33,4,0.5189932069169105,2,4
ar,34,4,0.3934459497912092,2,4
ar,35,4,0.39052183272387264,3,7
ar,36,4,0.3444107313795448,2,5
ar,37,4,0.40956109133873064,2,4
ar,38,4,0.2491860770043285,1,2
ar,39,4,0.30064911852271853,1,2
ar,40,4,0.3607773572597347,1,3
ar,41,4,0.31931048236441545,2,5
ar,42,4,0.3085063978245697,1,2
ar,43,4,0.28870221813341923,1,2
ar,44,4,0.3505430603644557,1,3
ar,45,4,0.3277901671082668,1,2
ar,46,4,0.3982034184199068,3,6
ar,47,4,0.4638637703727666,4,8
ar,48,4,0.38804958269486933,2,5
ar,49,4,0.38687337882890993,2,5
ar,50,4,0.4775990849360476,3,6
ar,1,5,0.49109787932192805,3,6
ar,2,5,0.4123182825570604,4,10
ar,3,5,0.325251540553546,2,4
ar,4,5,0.33298969775194287,2,5
ar,5,5,1,4,10
ar,6,5,0.26103775455818545,4,9
ar,7,5,0.3421111401714531,3,7
ar,8,5,0.19048069488417016,2,3
ar,9,5,0.5447369947324162,4,9
ar,10,5,0.356597298104399,2,3
ar,11,5,0.6654241224814191,4,10
ar,12,5,0.493198529786387,3,7
ar,13,5,0.4153752333243087,2,5
ar,14,5,0.40020767025297804,3,6
ar,15,5,0.4687244902917713,3,7
ar,16,5,0.4749581834777654,4,10
ar,17,5,0.38506236513805303,2,4
ar,18,5,0.39305935709595713,4,9
ar,19,5,0.3035804291675362,1,2
ar,20,5,0.6334810367572624,4,9
ar,21,5,0.2942290262240541,4,8
ar,22,5,0.4409926148581496,3,7
ar,23,5,0.2805551837254319,2,4
ar,24,5,0.36546793130550703,3,6
ar,25,5,0.24683934038285818,1,3
ar,26,5,0.32579394254240945,1,3
ar,27,5,0.39671654683831087,3,6
ar,28,5,0.3781773159184097,3,6
ar,29,5,0.44405448588502544,3,6
ar,30,5,0.4667720197275137,3,6
ar,31,5,0.4151976391611933,2,3
ar,32,5,0.27287445480021416,2,3
ar,33,5,0.6438811392880254,4,9
ar,34,5,0.4668791168793326,3,8
ar,35,5,0.3197585506364392,2,3
ar,36,5,0.4103234938554049,3,8
ar,37,5,0.6557234857211923,4,10
ar,38,5,0.4028267295461579,3,8
ar,39,5,0.34911999912740993,2,5
ar,40,5,0.4811310706379251,3,7
ar,41,5,0.48779209030262716,4,10
ar,42,5,0.5459441691044384,3,8
ar,43,5,0.35460393709568655,3,6
ar,44,5,0.569548033465654,4,10
ar,45,5,0.4098845156301721,3,7
ar,46,5,0.27251929814159415,1,2
ar,47,5,0.5102673409543391,4,9
ar,48,5,0.405985728926845,3,6
ar,49,5,0.4230337823536548,3,7
ar,50,5,0.4688931260614192,3,6
ar,1,6,0.17501680154976357,1,1
ar,2,6,0.2340184733558083,1,3
ar,3,6,0.14999816849810327,1,1
ar,4,6,0.33960207555082167,2,5
ar,5,6,0.26103775455818545,1,1
ar,6,6,1,4,10
ar,7,6,0.24835162793937304,1,2
ar,8,6,0.05846573251612635,1,1
ar,9,6,0.14853526016064325,1,1
ar,10,6,0.23365171903668486,1,1
ar,11,6,0.26381409033560005,1,1
ar,12,6,0.18473525837274704,1,1
ar,13,6,0.2564302530116306,1,1
ar,14,6,0.21729510619426723,1,1
ar,15,6,0.22308619885774694,1,1
ar,16,6,0.20594276899651878,1,1
ar,17,6,0.18404143325400518,1,1
ar,18,6,0.169472463663823,1,1
ar,19,6,0.15878323874474687,1,1
ar,20,6,0.3041336861994208,1,1
ar,21,6,0.20330693944843217,2,3
ar,22,6,0.2158494679404843,1,1
ar,23,6,0.1285636252109456,1,1
ar,24,6,0.20724356949578185,1,1
ar,25,6,0.20015349112551134,1,1
ar,26,6,0.1879281876304033,1,1
ar,27,6,0.15005582540248125,1,1
ar,28,6,0.27592985746237336,1,2
ar,29,6,0.16200391600480918,1,1
ar,30,6,0.25031646801437896,1,1
ar,31,6,0.23316411565594333,1,1
ar,32,6,0.18935636674940767,1,1
ar,33,6,0.2863531718877452,1,1
ar,34,6,0.20994282027051192,1,1
ar,35,6,0.16612405353607487,1,1
ar,36,6,0.22896190531673616,1,1
ar,37,6,0.21892789596129075,1,1
ar,38,6,0.2531676669315728,1,2
ar,39,6,0.14774001835417305,1,1
ar,40,6,0.21964662833921864,1,1
ar,41,6,0.18332428357828645,1,1
ar,42,6,0.27089276199303447,1,1
ar,43,6,0.3899318034153906,3,8
ar,44,6,0.21281012094536023,1,1
ar,45,6,0.22866362237370788,1,1
ar,46,6,0.25301601457036194,1,1
ar,47,6,0.20963866627738761,1,1
ar,48,6,0.20082905725382427,1,1
ar,49,6,0.20097288984801848,1,1
ar,50,6,0.2032459690985788,1,1
ar,1,7,0.29488351871090335,1,2
ar,2,7,0.16250253374703652,1,1
ar,3,7,0.17177312321473467,1,1
ar,4,7,0.31034434582071174,1,3
ar,5,7,0.3421111401714531,1,3
ar,6,7,0.24835162793937304,3,8
ar,7,7,1,4,10
ar,8,7,0.10373725157075157,1,1
ar,9,7,0.308226482405685,1,1
ar,10,7,0.3375812621509534,1,3
ar,11,7,0.35342777609691484,2,3
ar,12,7,0.26108090138097856,1,1
ar,13,7,0.4155475277620397,3,6
ar,14,7,0.35261919085192006,2,3
ar,15,7,0.35255045296437965,1,2
ar,16,7,0.4576273219805199,4,9
ar,17,7,0.32559311138384234,1,2
ar,18,7,0.3019135855815727,3,6
ar,19,7,0.2841392833898148,1,2
ar,20,7,0.3317436733914054,1,1
ar,21,7,0.1845569190266065,1,2
ar,22,7,0.30070353121231064,1,1
ar,23,7,0.23086600378424837,1,2
ar,24,7,0.25583304660957495,1,2
ar,25,7,0.2980662560666186,3,7
ar,26,7,0.2768543100071037,1,1
ar,27,7,0.21981757322674972,1,1
ar,28,7,0.2583624685673781,1,1
ar,29,7,0.35361384998944184,1,3
ar,30,7,0.2631801542012332,1,1
ar,31,7,0.3288613077207784,1,2
ar,32,7,0.22672464684144028,1,1
ar,33,7,0.4519663819332845,1,2
ar,34,7,0.3537861094008609,1,2
ar,35,7,0.2548446812655818,1,2
ar,36,7,0.35454483126167463,2,5
ar,37,7,0.3924209460983229,2,3
ar,38,7,0.22418880194997787,1,1
ar,39,7,0.35152301358364907,2,5
ar,40,7,0.4050265874431378,3,6
ar,41,7,0.3193686984079021,2,5
ar,42,7,0.30545515223563746,1,1
ar,43,7,0.2804632788054405,1,2
ar,44,7,0.3077144177255298,1,2
ar,45,7,0.2604533171082261,1,1
ar,46,7,0.26466696172862186,1,2
ar,47,7,0.3156569651181477,1,2
ar,48,7,0.41733763351102054,3,7
ar,49,7,0.29694788798673116,1,2
ar,50,7,0.3556311776317247,1,2
ar,1,8,0.2868093388504817,1,2
ar,2,8,0.17474347812445687,1,1
ar,3,8,0.1994584153310847,1,1
ar,4,8,0.1852331824829595,1,1
ar,5,8,0.19048069488417016,1,1
ar,6,8,0.05846573251612635,1,1
ar,7,8,0.10373725157075157,1,1
ar,8,8,1,4,10
ar,9,8,0.3092645584338675,1,1
ar,10,8,0.229540730260964,1,1
ar,11,8,0.18835926917090126,1,1
ar,12,8,0.24265174002424547,1,1
ar,13,8,0.22006359184462043,1,1
ar,14,8,0.22437089715413222,1,1
ar,15,8,0.30455784020978977,1,1
ar,16,8,0.2000870367000402,1,1
ar,17,8,0.21451373379172775,1,1
ar,18,8,0.15338945187804734,1,1
ar,19,8,0.19346150613013996,1,1
ar,20,8,0.31947112317839615,1,1
ar,21,8,0.13809151068555703,1,1
ar,22,8,0.2981575673615061,1,1
ar,23,8,0.17346202969842303,1,1
ar,24,8,0.29967130541249865,1,3
ar,25,8,0.1378959796836287,1,1
ar,26,8,0.29298991887204207,1,2
ar,27,8,0.16074585094262078,1,1
ar,28,8,0.15747501543694753,1,1
ar,29,8,0.28957726316856197,1,1
ar,30,8,0.35812625203280807,1,2
ar,31,8,0.2708553917846876,1,1
ar,32,8,0.2819049102881447,2,4
ar,33,8,0.3461403748800359,1,1
ar,34,8,0.3255981568686125,1,2
ar,35,8,0.2041638787439647,1,1
ar,36,8,0.13479470018832537,1,1
ar,37,8,0.31978329358881297,1,1
ar,38,8,0.19574793579273936,1,1
ar,39,8,0.1990701600591849,1,1
ar,40,8,0.1964023995412323,1,1
ar,41,8,0.266630721575066,1,3
ar,42,8,0.31146656103752857,1,2
ar,43,8,0.17014984407119374,1,1
ar,44,8,0.23530207873780748,1,1
ar,45,8,0.3207644859171502,1,2
ar,46,8,0.2249708542213137,1,1
ar,47,8,0.21205382706281942,1,1
ar,48,8,0.25890505503466216,1,1
ar,49,8,0.27115377607203744,1,1
ar,50,8,0.2015951507677334,1,1
ar,1,9,0.54340451908138,3,8
ar,2,9,0.3447087819433701,4,9
ar,3,9,0.4202795641347154,3,7
ar,4,9,0.3125829230675284,2,3
ar,5,9,0.5447369947324162,4,9
ar,6,9,0.14853526016064325,1,1
ar,7,9,0.308226482405685,3,6
ar,8,9,0.3092645584338675,4,9
ar,9,9,1,4,10
ar,10,9,0.4669275433860165,4,9
ar,11,9,0.4747692360450913,3,8
ar,12,9,0.48242281395911707,3,7
ar,13,9,0.3987141299320496,2,4
ar,14,9,0.4158024596988778,3,7
ar,15,9,0.5119001139676743,3,8
ar,16,9,0.3921321773043945,2,5
ar,17,9,0.46958244768823304,4,9
ar,18,9,0.3745998236608614,4,9
ar,19,9,0.418969010206308,3,7
ar,20,9,0.5649737347208332,3,8
ar,21,9,0.28600242955931526,3,8
ar,22,9,0.5519201219705488,4,9
ar,23,9,0.3363296496344102,3,7
ar,24,9,0.4332828980491291,3,8
ar,25,9,0.23024046564070094,1,2
ar,26,9,0.4477777824637301,3,8
ar,27,9,0.3524611166221905,2,4
ar,28,9,0.34474960441648783,2,5
ar,29,9,0.4249103934427723,2,5
ar,30,9,0.48149258713443815,3,7
ar,31,9,0.45731210295494396,2,5
ar,32,9,0.3476732863486639,3,7
ar,33,9,0.5893427448973871,3,7
ar,34,9,0.4614499825119592,3,7
ar,35,9,0.45365023094396,4,9
ar,36,9,0.446601967037484,4,9
ar,37,9,0.5888794805458364,4,9
ar,38,9,0.3668275147196265,2,5
ar,39,9,0.39079051610820326,3,7
ar,40,9,0.410091605579101,3,6
ar,41,9,0.38421445269761,3,7
ar,42,9,0.5528244608446629,4,8
ar,43,9,0.3270952740949348,2,3
ar,44,9,0.47895750952477856,3,8
ar,45,9,0.4719678650540304,3,8
ar,46,9,0.3847914625326705,2,5
ar,47,9,0.358499025298295,2,4
ar,48,9,0.3366381117665419,1,3
ar,49,9,0.4126750241026961,3,7
ar,50,9,0.47742552250078435,3,6
ar,1,10,0.44668708877835905,2,5
ar,2,10,0.29014473880326036,3,7
ar,3,10,0.4018203136800646,3,7
ar,4,10,0.34425506044517595,2,5
ar,5,10,0.356597298104399,2,4
ar,6,10,0.23365171903668486,3,7
ar,7,10,0.3375812621509534,3,7
ar,8,10,0.229540730260964,3,6
ar,9,10,0.4669275433860165,3,7
ar,10,10,1,4,10
ar,11,10,0.394200936206016,2,4
ar,12,10,0.4530177338034787,2,5
ar,13,10,0.43756926420720466,3,7
ar,14,10,0.3895290393564363,2,5
ar,15,10,0.3641610703571989,1,3
ar,16,10,0.47777115509309487,4,10
ar,17,10,0.44426755378577104,3,7
ar,18,10,0.2940097975603728,2,5
ar,19,10,0.4054234640533524,3,6
ar,20,10,0.4288633307926718,2,4
ar,21,10,0.22661747677872107,2,5
ar,22,10,0.5167650987760147,4,8
ar,23,10,0.44759799682224743,4,10
ar,24,10,0.33635293305214387,2,4
ar,25,10,0.2675175586805834,2,4
ar,26,10,0.3913453167566555,3,6
ar,27,10,0.37052954463670557,2,5
ar,28,10,0.3859683987850402,3,6
ar,29,10,0.4858089776286604,3,7
ar,30,10,0.4773430174510318,3,6
ar,31,10,0.4696892331552216,3,6
ar,32,10,0.3256328039651172,3,6
ar,33,10,0.525399728076351,2,5
ar,34,10,0.48984245099363866,4,8
ar,35,10,0.4546455341488346,4,9
ar,36,10,0.45916407142094334,4,9
ar,37,10,0.43422407140334307,2,4
ar,38,10,0.3069140500061779,2,4
ar,39,10,0.42451513708929367,4,9
ar,40,10,0.40440554267174367,2,5
ar,41,10,0.3827619893246277,3,7
ar,42,10,0.4041918298450095,2,5
ar,43,10,0.3235719241753818,2,3
ar,44,10,0.4485403032636377,3,7
ar,45,10,0.41527893779109687,3,7
ar,46,10,0.34655431011338106,2,4
ar,47,10,0.35609296053038686,2,4
ar,48,10,0.4110700360540511,3,6
ar,49,10,0.37670976517961074,2,5
ar,50,10,0.464340474642669,3,6
ar,1,11,0.5320450001153828,3,7
ar,2,11,0.3032317346569448,3,7
ar,3,11,0.28680366151459225,1,2
ar,4,11,0.3678351570580469,3,7
ar,5,11,0.6654241224814191,4,10
ar,6,11,0.26381409033560005,4,9
ar,7,11,0.35342777609691484,4,8
ar,8,11,0.18835926917090126,1,3
ar,9,11,0.4747692360450913,3,8
ar,10,11,0.394200936206016,2,5
ar,11,11,1,4,10
ar,12,11,0.5423970550964211,4,8
ar,13,11,0.4601184893252391,3,8
ar,14,11,0.4442169691507698,4,9
ar,15,11,0.47433905389357844,3,7
ar,16,11,0.459522039496454,4,9
ar,17,11,0.39979906009429733,2,5
ar,18,11,0.33945723648489146,3,7
ar,19,11,0.32585027410485157,2,3
ar,20,11,0.6439576683863022,4,9
ar,21,11,0.22928169430744774,2,5
ar,22,11,0.36702687876434437,2,3
ar,23,11,0.25964674702250506,1,3
ar,24,11,0.36282456061394086,2,5
ar,25,11,0.2668791619327519,2,4
ar,26,11,0.30018556279805564,1,2
ar,27,11,0.4382927764785455,3,7
ar,28,11,0.45016891141307525,4,9
ar,29,11,0.46123718511627543,3,6
ar,30,11,0.4287538906391307,2,5
ar,31,11,0.40181936669853047,1,3
ar,32,11,0.18850182676862176,1,1
ar,33,11,0.6111784942672378,3,7
ar,34,11,0.43787940142486104,3,6
ar,35,11,0.3112514540871593,1,3
ar,36,11,0.46463416613958514,4,9
ar,37,11,0.5932704705847583,4,9
ar,38,11,0.4020253972943299,3,7
ar,39,11,0.37167386323708257,3,6
ar,40,11,0.5780950340154629,4,10
ar,41,11,0.5104919867892631,4,10
ar,42,11,0.45981179409985057,3,7
ar,43,11,0.40623556997074467,4,9
ar,44,11,0.5645179264660053,4,9
ar,45,11,0.38282478583191204,2,5
ar,46,11,0.29472195147229924,1,2
ar,47,11,0.5177773239606503,4,10
ar,48,11,0.44589195859589337,3,8
ar,49,11,0.47244172565509346,4,9
ar,50,11,0.4856943650839536,3,7
ar,1,12,0.7130989628905215,4,10
ar,2,12,0.3027605584877256,3,7
ar,3,12,0.4608434459311757,3,8
ar,4,12,0.3882561271431297,3,8
ar,5,12,0.493198529786387,4,9
ar,6,12,0.18473525837274704,2,3
ar,7,12,0.26108090138097856,2,3
ar,8,12,0.24265174002424547,3,6
ar,9,12,0.48242281395911707,4,9
ar,10,12,0.4530177338034787,3,8
ar,11,12,0.5423970550964211,4,9
ar,12,12,1,4,10
ar,13,12,0.4215823355806015,3,6
ar,14,12,0.44398571102273826,4,8
ar,15,12,0.5362377504797952,4,9
ar,16,12,0.4419847429053566,4,8
ar,17,12,0.46132528824120295,3,8
ar,18,12,0.30749023610044485,3,6
ar,19,12,0.4681736992900817,4,8
ar,20,12,0.6073602839785843,4,8
ar,21,12,0.2494711174074278,3,7
ar,22,12,0.46119180766645024,3,8
ar,23,12,0.3284109501213271,3,7
ar,24,12,0.41403709234925173,3,7
ar,25,12,0.28164086115164766,2,5
ar,26,12,0.4123498602177082,3,7
ar,27,12,0.655737546802334,4,10
ar,28,12,0.5628690728597172,4,10
ar,29,12,0.6384506996791185,4,10
ar,30,12,0.5345486695433231,4,9
ar,31,12,0.5301108971973505,4,9
ar,32,12,0.30072014580087636,2,5
ar,33,12,0.6499407201131303,4,9
ar,34,12,0.5570368715229272,4,9
ar,35,12,0.3985499300577514,3,7
ar,36,12,0.42977409625317164,4,8
ar,37,12,0.5728858031965222,4,9
ar,38,12,0.46496606781178684,4,9
ar,39,12,0.43290737692228687,4,9
ar,40,12,0.6089114717408243,4,10
ar,41,12,0.3859461932675294,3,8
ar,42,12,0.5266383598826679,3,7
ar,43,12,0.3935602861107236,4,8
ar,44,12,0.49142925973648843,4,8
ar,45,12,0.3899504891828546,3,6
ar,46,12,0.44105438855677337,3,7
ar,47,12,0.455199021668622,4,8
ar,48,12,0.4792011123137954,4,9
ar,49,12,0.49509452047961744,4,9
ar,50,12,0.613759532322143,4,10
ar,1,13,0.39571572622451945,2,3
ar,2,13,0.28697749919208626,3,6
ar,3,13,0.3026269576744551,2,3
ar,4,13,0.5117245869014555,4,10
ar,5,13,0.4153752333243087,3,6
ar,6,13,0.2564302530116306,4,9
ar,7,13,0.4155475277620397,4,10
ar,8,13,0.22006359184462043,2,5
ar,9,13,0.3987141299320496,2,5
ar,10,13,0.43756926420720466,3,7
ar,11,13,0.4601184893252391,3,7
ar,12,13,0.4215823355806015,2,4
ar,13,13,1,4,10
ar,14,13,0.49222127875455723,4,10
ar,15,13,0.38966936479048836,2,4
ar,16,13,0.4378268145082441,3,8
ar,17,13,0.4995139104905154,4,9
ar,18,13,0.29543847615450736,2,5
ar,19,13,0.4267457367561153,3,7
ar,20,13,0.4364329645096042,2,5
ar,21,13,0.21042176540568133,2,4
ar,22,13,0.4242682504784231,3,6
ar,23,13,0.3171294630356166,3,6
ar,24,13,0.3076799149239052,1,3
ar,25,13,0.41415588539589676,4,10
ar,26,13,0.36337290508697506,2,5
ar,27,13,0.37111194354342125,2,5
ar,28,13,0.3420268162077576,2,5
ar,29,13,0.4771257026157288,3,7
ar,30,13,0.41598297892172525,2,4
ar,31,13,0.5119745078789721,3,7
ar,32,13,0.36132337246857765,4,8
ar,33,13,0.5898483929329483,3,7
ar,34,13,0.4655835157500592,3,7
ar,35,13,0.37170634107200384,3,6
ar,36,13,0.4772993890887072,4,10
ar,37,13,0.48541461403412905,3,6
ar,38,13,0.2715012579924735,1,3
ar,39,13,0.36641346132379793,3,6
ar,40,13,0.44884106673186547,3,7
ar,41,13,0.41055878108007565,4,9
ar,42,13,0.386352819339913,2,5
ar,43,13,0.4157957168760082,4,9
ar,44,13,0.41111500395718253,2,5
ar,45,13,0.4035494180474279,3,6
ar,46,13,0.4153582914511061,3,7
ar,47,13,0.4355062974223079,3,7
ar,48,13,0.5487959701399465,4,10
ar,49,13,0.4277002080092472,3,7
ar,50,13,0.4829342259488919,3,7
ar,1,14,0.5493429110153657,4,8
ar,2,14,0.2715104123110893,2,5
ar,3,14,0.3855962319040382,3,6
ar,4,14,0.41127637613160395,4,9
ar,5,14,0.40020767025297804,2,5
ar,6,14,0.21729510619426723,3,6
ar,7,14,0.35261919085192006,3,8
ar,8,14,0.22437089715413222,3,6
ar,9,14,0.4158024596988778,2,5
ar,10,14,0.3895290393564363,2,5
ar,11,14,0.4442169691507698,3,6
ar,12,14,0.44398571102273826,2,5
ar,13,14,0.49222127875455723,4,9
ar,14,14,1,4,10
ar,15,14,0.39446580205726195,2,4
ar,16,14,0.4084807881001057,3,6
ar,17,14,0.4393705493364506,3,7
ar,18,14,0.2885930789942745,2,5
ar,19,14,0.48052464302630427,4,9
ar,20,14,0.3749852079169259,1,2
ar,21,14,0.1960038240323641,1,3
ar,22,14,0.43706967793064955,3,7
ar,23,14,0.399768366059361,4,10
ar,24,14,0.376126666091958,3,6
ar,25,14,0.294310858156384,3,6
ar,26,14,0.4611916567782402,3,8
ar,27,14,0.31469502763674023,1,3
ar,28,14,0.30788821157547086,1,2
ar,29,14,0.4067300357837411,2,5
ar,30,14,0.37983772315791076,1,3
ar,31,14,0.4633483710345577,3,6
ar,32,14,0.34226369986765987,3,7
ar,33,14,0.5504183328318819,2,5
ar,34,14,0.43276132791958255,2,5
ar,35,14,0.3334274111921717,2,4
ar,36,14,0.3398096137187284,2,4
ar,37,14,0.41649364952467227,2,4
ar,38,14,0.41169569095097447,4,8
ar,39,14,0.340223947078549,2,4
ar,40,14,0.4021005733642307,2,5
ar,41,14,0.28175505066457485,2,4
ar,42,14,0.3827427313740594,2,4
ar,43,14,0.31712545666711234,1,3
ar,44,14,0.3562758641948673,2,3
ar,45,14,0.3620201401739026,1,3
ar,46,14,0.40644227423803003,3,6
ar,47,14,0.48609117579092975,4,9
ar,48,14,0.49745440903549426,4,9
ar,49,14,0.3866221178616688,2,5
ar,50,14,0.43131620672599197,2,4
ar,1,15,0.569486159330695,4,9
ar,2,15,0.3300747730489044,4,8
ar,3,15,0.48793974915268984,4,9
ar,4,15,0.3543480878670033,3,6
