word,ci_lower,ci_upper,corr
spoon,-0.04923659671992504,0.2745993073622303,0.08353600197143429
spread,0.3013207586746336,0.3179068534461398,0.3093976202503017
spring,0.12466268257660733,0.3820525605985006,0.2337441733904759
staff,0.07640201317335589,0.10382809596059317,0.08974256126420273
stand,0.24197253416041484,0.2598145098455347,0.2509670368157599
star,0.24768293536467537,0.2816046504147365,0.26501293325669695
start,0.4944558112609245,0.5054725594673406,0.4999297326705015
state,0.24371828704496193,0.2604992325338481,0.25213981529015717
stay,0.48594637689396325,0.4982735831887822,0.49192504923042574
steal,0.15627976533481616,0.22347294337225074,0.18989483898560436
step,0.24403397920421868,0.2611433328492032,0.25243990530696114
stick,0.29083208750458855,0.3116468347075535,0.3009017540447244
still,0.306777398867217,0.32128587113172546,0.3142876250461886
stomach,NA,NA,0.29194450876308115
stone,0.04151645200722309,0.100877114484685,0.06980345473396049
stop,0.4112245419323179,0.4237769710068141,0.41772725478103145
story,0.33840031626235356,0.3542606970310287,0.34631217079469584
stream,0.10660921398647581,0.1965653595755282,0.14947886415247205
strength,0.08355615939228023,0.10998291920885739,0.09677639876163033
strong,0.28573337770865886,0.2998732092992243,0.29274923548328263
stupid,0.16642826605547784,0.20933157636414096,0.18762712732911568
succeed,0.4130815759391577,0.42649126971495266,0.41952334764191196
suddenly,0.2454785904760158,0.2757392346339694,0.2604742216959146
summer,0.4781557869008053,0.4951784418385338,0.4870529095367975
sun,0.2655050316853684,0.29149831152426536,0.2784620839279089
sweet,0.11564366486812903,0.21108408861594852,0.1653742138101298
swim,0.13955975312200591,0.22416400003715778,0.18296365672331225
table,0.25140595525671616,0.2778761038065269,0.26512626834507735
take,0.5170092897510896,0.5261581781949388,0.5215783663070747
talk,0.5410950250883363,0.549693912392431,0.5454381271326413
taste,0.14185967549459944,0.16048148460997247,0.15143769766320944
tea,0.310693605703929,0.3646793207021249,0.3351542790424006
teach,0.640041909730437,0.6465143660088036,0.6432490842731877
teacher,0.46959142376802043,0.47703094408211755,0.4733797328643091
tell,0.6127052987294374,0.6199811663124768,0.6163703002282126
ten,0.4742928703668552,0.48730488495368773,0.48096162153142147
that,0.5102877313011029,0.5169194627109918,0.5138021252275328
then,0.3509509539772819,0.36235375138642423,0.3565118079149421
there,0.334857432803936,0.3431925026614483,0.3387482377264974
they,0.4336744294405786,0.44066854176083897,0.437374463622568
thick,0.22690396909656896,0.3398359659282217,0.29718797737040203
thin,0.010905313865927302,0.09995181879303422,0.05651974436281378
thing,0.42774342961906386,0.4363472134218684,0.431978796513002
think,0.6073166828016534,0.61299679461384,0.6101227782034658
third,0.20812201795168472,0.22208720632179882,0.2150811549151374
thirty,0.43859388268734306,0.471875003757552,0.45562121532906924
this,0.4066107632329692,0.4145013279470898,0.4105496809687073
thought,0.2811026692939363,0.29491883485906306,0.28833598624954887
three,0.4353028318684307,0.44874986160801056,0.44215160354519867
throat,0.34442095315098115,0.3960965035324943,0.3701771709644203
through,0.3681315388535414,0.3796124209276775,0.37349165588251004
throw,0.16258849594926406,0.20067482693419228,0.18058425749145154
time,0.4404842323744607,0.4476684180676303,0.44414668847180905
today,0.45717997107149705,0.4653478841171419,0.4612509682226001
together,0.34805982781950934,0.3593799065407173,0.3539282153124284
tomorrow,0.09852059802601662,0.11977877917046638,0.10950074162652094
tooth,0.2529871141509658,0.36694214997920244,0.3148800365230545
touch,0.25719203983091504,0.27328705649427987,0.2650607431984803
town,0.44524027685346185,0.46038833418261027,0.4533388631304216
track,0.07233203943088129,0.09986375354331115,0.08662268363625095
trap,0.13660621456813735,0.3014768176478674,0.22139242649220264
tree,0.31376648481625624,0.34543222907609317,0.3287611782144298
true,0.43132957543014927,0.44019400365280786,0.4357965927684958
truth,0.2977818844946877,0.3134665197663632,0.3055063004213999
try,0.49408714189842384,0.5022660069963741,0.49835934563061224
turn,0.3790835276390921,0.3962777298908476,0.3873961875059791
twelve,0.3371096453999369,0.5254041317892495,0.44768447287376445
twenty,0.39225182501351086,0.4018287799553394,0.3970334887495547
two,0.43092593691578496,0.4404835317513269,0.43546921500732877
uncle,0.507213106688288,0.5228643388677172,0.5154517633884395
under,0.2003080330876579,0.2149459306934044,0.20786637217612347
understand,0.5964643435522589,0.6040950010137863,0.6002080715478476
up,0.22728828056752926,0.23990516546946042,0.23366430843262823
urge,0.11051537521614749,0.15162434747176312,0.13097467458500542
very,0.28792831420633286,0.2965795176319244,0.29228445613801424
village,0.35652760324605626,0.37860605294694183,0.36861207181789235
violence,0.34118926486037676,0.3554447637065939,0.34841866231975593
visit,0.506250030839372,0.5166243157700362,0.5114904650305534
voice,0.12035713228220069,0.146321445134828,0.13292766823115731
wait,0.3993904787250866,0.4114409826808427,0.40549514201875
wake,0.2976436820301937,0.31856264962046493,0.3077613747110023
walk,0.4362963406470614,0.45340715692087175,0.4449915987383905
want,0.46523728929166347,0.4738457669487966,0.469406672398834
war,0.41348483876307407,0.43153031888179355,0.422944727022507
ware,NA,NA,-0.0722735952257017
warm,0.2108254409312379,0.2604349735304557,0.2365474741019151
wash,0.27681465347966305,0.3077261243329329,0.29270626965921726
watch,0.48452321716957625,0.4948235351738433,0.48948754623586976
water,0.477183410598061,0.49037535580542835,0.4840083900682618
wave,NA,NA,0.4092890260544087
way,0.4102026116079369,0.41870448170415625,0.4144410300924902
we,0.38180713516021364,0.3899465048089919,0.38596645686304953
weak,0.062440030477326776,0.08125731381965003,0.07221462773125914
wealth,0.15468151901618085,0.17494775327108855,0.16516552435854642
weather,0.29127170362338506,0.3090107973335173,0.3003042260412321
week,0.5601768705161917,0.5718809179334313,0.566171875460862
weight,0.12349184802265475,0.15040123740575131,0.13676884474679712
well,0.2941053264640796,0.30354785110340293,0.29873732315525253
west,0.2158762831316451,0.30492739866108437,0.26118052307932527
what,0.46038583689722307,0.46726537166083654,0.46397011008352157
where,0.42772156242153975,0.43742986210767465,0.43290412006841733
white,0.20493545656909606,0.22837197092209663,0.2173207850375626
who,0.39304964564450207,0.40077128496849784,0.3967714595131843
why,0.4403153234053749,0.4494416924068781,0.44484614715006626
wide,0.41849552081846597,0.43055449496296744,0.42473548603734435
wife,0.36996092128291047,0.3922423975005242,0.3812290072501561
win,0.23106148846244304,0.2519124983663404,0.24140189426461023
window,0.1142873822326642,0.18682367480444745,0.15096257779512248
winter,0.3603889661061989,0.40656739801360003,0.3842033700425004
wish,0.25534569667986534,0.2762946990708288,0.2657989271870961
woman,0.346964818736294,0.36383213692363237,0.3555037292274037
wood,0.37097601329658136,0.43880463559476324,0.4027944530514672
word,0.23603040225477964,0.2541639702573189,0.2444518359704082
work,0.4650431602877984,0.4729948580654433,0.4689843937631485
worker,0.25830247577217647,0.27397748434497937,0.26631884712957277
world,0.45391635804803954,0.4617904962177662,0.4580976709284762
write,0.40702864816440626,0.4199899492616603,0.4134343480921403
year,0.588174253486219,0.5954475607053944,0.5919649548006388
yesterday,0.19597325972498048,0.2677031987155457,0.23055199319527794
you,0.40417226802960926,0.4121451554839871,0.4080714913457667
young,0.3341514328543297,0.3426056508685909,0.3384068696450354
